word_id;words;sent_id;label
2;,;2961;O
3;South;2961;O
4;Korean;2961;O
5;police;2961;O
6;arrested;2961;O
7;five;2961;O
8;individuals;2961;O
9;,;2961;O
10;including;2961;O
11;one;2961;O
12;Chinese;2961;O
13;national;2961;O
14;,;2961;O
15;for;2961;O
16;allegedly;2961;O
17;collaborating;2961;O
18;with;2961;O
19;North;2961;O
20;Korean;2961;O
21;hackers;2961;O
22;affiliated;2961;O
23;with;2961;O
24;the;2961;O
25;Korea;2961;O
26;Computer;2961;O
27;Center;2961;O
28;to;2961;O
29;steal;2961;O
30;money;2961;O
31;via;2961;O
32;online;2961;O
33;games;2961;O
34;.;2961;O
;;;
0;According;2962;O
1;to;2962;O
2;South;2962;O
3;Korean;2962;O
4;reports;2962;O
5;,;2962;O
6;the;2962;O
7;culprits;2962;O
8;used;2962;O
9;an;2962;O
10;auto-player;2962;O
11;to;2962;O
12;quickly;2962;O
13;progress;2962;O
14;in;2962;O
15;the;2962;O
16;massively;2962;O
17;multiplayer;2962;O
18;online;2962;O
19;role-playing;2962;O
20;game;2962;O
21;(;2962;O
22;MMORPG;2962;O
23;);2962;O
24;'';2962;O
25;Lineage;2962;O
26;'';2962;O
27;and;2962;O
28;were;2962;O
29;able;2962;O
30;to;2962;O
31;use;2962;O
32;the;2962;O
33;game;2962;O
34;'s;2962;O
35;market;2962;O
36;to;2962;O
37;obtain;2962;O
38;real;2962;O
39;currency;2962;O
40;.;2962;O
;;;
0;In;2963;O
1;2013;2963;O
2;,;2963;O
3;South;2963;O
4;Korean;2963;O
5;officials;2963;O
6;released;2963;O
7;information;2963;O
8;stating;2963;O
9;they;2963;O
10;had;2963;O
11;found;2963;O
12;evidence;2963;O
13;that;2963;O
14;North;2963;O
15;Korea;2963;O
16;was;2963;O
17;using;2963;O
18;games;2963;O
19;as;2963;O
20;a;2963;O
21;medium;2963;O
22;for;2963;O
23;infecting;2963;O
24;machines;2963;O
25;and;2963;O
26;launching;2963;O
27;cyber;2963;O
28;attacks;2963;O
29;.;2963;O
;;;
0;North;2964;O
1;Korea;2964;O
2;had;2964;O
3;used;2964;O
4;game;2964;O
5;downloads;2964;O
6;to;2964;O
7;infect;2964;O
8;100;2964;O
9;South;2964;O
10;Korean;2964;O
11;machines;2964;O
12;for;2964;O
13;a;2964;O
14;botnet;2964;O
15;used;2964;O
16;to;2964;O
17;launch;2964;O
18;a;2964;O
19;distributed;2964;O
20;denial;2964;O
21;of;2964;O
22;service;2964;O
23;(;2964;O
24;DDoS;2964;O
25;);2964;O
26;attack;2964;O
27;against;2964;O
28;Incheon;2964;O
29;Airport;2964;O
30;.;2964;O
;;;
0;This;2965;O
1;clever;2965;O
2;tactic;2965;O
3;sought;2965;O
4;to;2965;O
5;leverage;2965;O
6;a;2965;O
7;seemingly;2965;O
8;innocent;2965;O
9;game;2965;O
10;as;2965;O
11;a;2965;O
12;force;2965;O
13;multiplier;2965;O
14;in;2965;O
15;order;2965;O
16;to;2965;O
17;amplify;2965;O
18;the;2965;O
19;effects;2965;O
20;of;2965;O
21;a;2965;O
22;DDoS;2965;O
23;attack;2965;O
24;on;2965;O
25;a;2965;O
26;critical;2965;O
27;infrastructure;2965;O
28;target;2965;O
29;.;2965;O
;;;
0;However;2966;O
1;,;2966;O
2;in;2966;O
3;this;2966;O
4;case;2966;O
5;,;2966;O
6;there;2966;O
7;was;2966;O
8;little;2966;O
9;impact;2966;O
10;on;2966;O
11;the;2966;O
12;target;2966;O
13;.;2966;O
;;;
0;North;2967;O
1;Korea;2967;O
2;'s;2967;O
3;intelligence;2967;O
4;program;2967;O
5;is;2967;O
6;one;2967;O
7;of;2967;O
8;its;2967;O
9;strongest;2967;O
10;military;2967;O
11;assets;2967;O
12;,;2967;O
13;providing;2967;O
14;foundational;2967;O
15;support;2967;O
16;for;2967;O
17;all;2967;O
18;other;2967;O
19;military;2967;O
20;operations;2967;O
21;.;2967;O
;;;
0;The;2968;O
1;regime;2968;O
2;'s;2968;O
3;cyber;2968;O
4;warfare;2968;O
5;capabilities;2968;O
6;,;2968;O
7;in;2968;O
8;particular;2968;O
9;,;2968;O
10;rely;2968;O
11;heavily;2968;O
12;on;2968;O
13;open-source;2968;O
14;intelligence;2968;O
15;(;2968;O
16;OSINT;2968;O
17;);2968;O
18;collection;2968;O
19;and;2968;O
20;cyber-espionage;2968;O
21;.;2968;O
;;;
0;As;2969;O
1;noted;2969;O
2;in;2969;O
3;a;2969;O
4;CIA;2969;O
5;publication;2969;O
6;,;2969;O
7;'';2969;O
8;It;2969;O
9;is;2969;O
10;a;2969;O
11;significant;2969;O
12;irony;2969;O
13;of;2969;O
14;our;2969;O
15;information;2969;O
16;age;2969;O
17;that;2969;O
18;open-source;2969;O
19;intelligence;2969;O
20;is;2969;O
21;contributing;2969;O
22;to;2969;O
23;the;2969;O
24;survival;2969;O
25;and;2969;O
26;development;2969;O
27;of;2969;O
28;one;2969;O
29;of;2969;O
30;the;2969;O
31;world;2969;O
32;'s;2969;O
33;most;2969;O
34;secretive;2969;O
35;regimes;2969;O
36;.;2969;O
;;;
0;'';2970;O
1;Historically;2970;O
2;,;2970;O
3;the;2970;O
4;primary;2970;O
5;goals;2970;O
6;of;2970;O
7;the;2970;O
8;regime;2970;O
9;'s;2970;O
10;intelligence;2970;O
11;program;2970;O
12;included;2970;O
13;collection;2970;O
14;and;2970;O
15;dissemination;2970;O
16;of;2970;O
17;intelligence;2970;O
18;concerning;2970;O
19;any;2970;O
20;possible;2970;O
21;political;2970;O
22;,;2970;O
23;military;2970;O
24;,;2970;O
25;or;2970;O
26;economic;2970;O
27;threat;2970;O
28;to;2970;O
29;the;2970;O
30;regime;2970;O
31;'s;2970;O
32;security;2970;O
33;and;2970;O
34;stability;2970;O
35;.;2970;O
;;;
0;Secondary;2971;O
1;goals;2971;O
2;have;2971;O
3;included;2971;O
4;'';2971;O
5;acquisition;2971;O
6;of;2971;O
7;foreign;2971;O
8;military;2971;O
9;and;2971;O
10;civilian;2971;O
11;technologies;2971;O
12;and;2971;O
13;equipment;2971;O
14;,;2971;O
15;support;2971;O
16;of;2971;O
17;the;2971;O
18;DPRK;2971;O
19;'s;2971;O
20;foreign;2971;O
21;policy;2971;O
22;goals;2971;O
23;,;2971;O
24;training;2971;O
25;and;2971;O
26;support;2971;O
27;for;2971;O
28;foreign;2971;O
29;revolutionary;2971;O
30;and;2971;O
31;terrorist;2971;O
32;organizations;2971;O
33;,;2971;O
34;and;2971;O
35;the;2971;O
36;acquisition;2971;O
37;of;2971;O
38;foreign;2971;O
39;capital;2971;O
40;for;2971;O
41;state;2971;O
42;and;2971;O
43;intelligence;2971;O
44;operations;2971;O
45;.;2971;O
;;;
0;'';2972;O
1;North;2972;O
2;Korea;2972;O
3;has;2972;O
4;a;2972;O
5;broad;2972;O
6;reach;2972;O
7;for;2972;O
8;intelligence;2972;O
9;collection;2972;O
10;,;2972;O
11;which;2972;O
12;extends;2972;O
13;to;2972;O
14;cyber;2972;O
15;intelligence;2972;O
16;.;2972;O
;;;
0;In;2973;O
1;April;2973;O
2;2013;2973;O
3;,;2973;O
4;Solutionary;2973;O
5;,;2973;O
6;a;2973;O
7;company;2973;O
8;providing;2973;O
9;managed;2973;O
10;security;2973;O
11;services;2973;O
12;,;2973;O
13;reported;2973;O
14;a;2973;O
15;marked;2973;O
16;increase;2973;O
17;in;2973;O
18;both;2973;O
19;overt;2973;O
20;attacks;2973;O
21;and;2973;O
22;information;2973;O
23;gathering;2973;O
24;attempts;2973;O
25;originating;2973;O
26;from;2973;O
27;North;2973;O
28;Korean;2973;O
29;IPs;2973;O
30;.;2973;O
;;;
0;Solutionary;2974;O
1;refers;2974;O
2;to;2974;O
3;any;2974;O
4;overt;2974;O
5;external;2974;O
6;attacks;2974;O
7;on;2974;O
8;company;2974;O
9;networks;2974;O
10;or;2974;O
11;attempts;2974;O
12;to;2974;O
13;steal;2974;O
14;data;2974;O
15;as;2974;O
16;'';2974;O
17;touches;2974;O
18;.;2974;O
;;;
0;'';2975;O
1;They;2975;O
2;reportedly;2975;O
3;recorded;2975;O
4;12,473;2975;O
5;of;2975;O
6;these;2975;O
7;touches;2975;O
8;in;2975;O
9;February;2975;O
10;2013;2975;O
11;,;2975;O
12;11;2975;O
13;of;2975;O
14;which;2975;O
15;were;2975;O
16;directed;2975;O
17;at;2975;O
18;a;2975;O
19;single;2975;O
20;financial;2975;O
21;institution;2975;O
22;.;2975;O
;;;
0;As;2976;O
1;a;2976;O
2;baseline;2976;O
3;,;2976;O
4;Solutionary;2976;O
5;noted;2976;O
6;that;2976;O
7;typically;2976;O
8;only;2976;O
9;200;2976;O
10;incidents;2976;O
11;per;2976;O
12;month;2976;O
13;are;2976;O
14;traced;2976;O
15;to;2976;O
16;North;2976;O
17;Korean;2976;O
18;origin;2976;O
19;.;2976;O
;;;
0;This;2977;O
1;is;2977;O
2;an;2977;O
3;interesting;2977;O
4;claim;2977;O
5;,;2977;O
6;considering;2977;O
7;that;2977;O
8;attacks;2977;O
9;attributed;2977;O
10;to;2977;O
11;North;2977;O
12;Korea;2977;O
13;are;2977;O
14;usually;2977;O
15;routed;2977;O
16;through;2977;O
17;other;2977;O
18;countries;2977;O
19;.;2977;O
;;;
0;As;2978;O
1;mentioned;2978;O
2;above;2978;O
3;,;2978;O
4;a;2978;O
5;faction;2978;O
6;of;2978;O
7;ethnic;2978;O
8;North;2978;O
9;Koreans;2978;O
10;residing;2978;O
11;in;2978;O
12;Japan;2978;O
13;,;2978;O
14;known;2978;O
15;as;2978;O
16;the;2978;O
17;Chongryon;2978;O
18;,;2978;O
19;are;2978;O
20;critical;2978;O
21;to;2978;O
22;North;2978;O
23;Korea;2978;O
24;'s;2978;O
25;cyber;2978;O
26;and;2978;O
27;intelligence;2978;O
28;programs;2978;O
29;and;2978;O
30;help;2978;O
31;generate;2978;O
32;hard;2978;O
33;currency;2978;O
34;for;2978;O
35;the;2978;O
36;regime;2978;O
37;.;2978;O
;;;
0;The;2979;O
1;Chongryon;2979;O
2;headquarters;2979;O
3;has;2979;O
4;been;2979;O
5;recognized;2979;O
6;as;2979;O
7;the;2979;O
8;de;2979;O
9;facto;2979;O
10;North;2979;O
11;Korean;2979;O
12;embassy;2979;O
13;in;2979;O
14;Japan;2979;O
15;.;2979;O
;;;
0;In;2980;O
1;2012;2980;O
2;,;2980;O
3;the;2980;O
4;organization;2980;O
5;'s;2980;O
6;headquarters;2980;O
7;was;2980;O
8;seized;2980;O
9;to;2980;O
10;pay;2980;O
11;for;2980;O
12;the;2980;O
13;group's;2980;O
14;past;2980;O
15;due;2980;O
16;debts;2980;O
17;.;2980;O
;;;
0;It;2981;O
1;was;2981;O
2;then;2981;O
3;purchased;2981;O
4;by;2981;O
5;a;2981;O
6;monk;2981;O
7;named;2981;O
8;Ekan;2981;O
9;Ikeguchi;2981;O
10;,;2981;O
11;who;2981;O
12;let;2981;O
13;the;2981;O
14;Chongryon;2981;O
15;continue;2981;O
16;to;2981;O
17;use;2981;O
18;the;2981;O
19;building;2981;O
20;in;2981;O
21;what;2981;O
22;he;2981;O
23;referred;2981;O
24;to;2981;O
25;as;2981;O
26;a;2981;O
27;'';2981;O
28;goodwill;2981;O
29;gesture;2981;O
30;'';2981;O
31;.;2981;O
;;;
0;Ikeguchi;2982;O
1;is;2982;O
2;one;2982;O
3;of;2982;O
4;the;2982;O
5;Chongryon's;2982;O
6;many;2982;O
7;ties;2982;O
8;to;2982;O
9;organized;2982;O
10;crime;2982;O
11;.;2982;O
;;;
0;Ikeguchi;2983;O
1;was;2983;O
2;arrested;2983;O
3;in;2983;O
4;the;2983;O
5;past;2983;O
6;for;2983;O
7;an;2983;O
8;attempted;2983;O
9;coup;2983;O
10;against;2983;O
11;the;2983;O
12;Japanese;2983;O
13;government;2983;O
14;.;2983;O
;;;
0;He;2984;O
1;also;2984;O
2;has;2984;O
3;ties;2984;O
4;to;2984;O
5;the;2984;O
6;political;2984;O
7;group;2984;O
8;Nihon;2984;O
9;Seinensya;2984;O
10;,;2984;O
11;which;2984;O
12;is;2984;O
13;involved;2984;O
14;in;2984;O
15;illegal;2984;O
16;activities;2984;O
17;in;2984;O
18;conjunction;2984;O
19;with;2984;O
20;the;2984;O
21;yakuza;2984;O
22;syndicate;2984;O
23;Sumiyoshi-kai;2984;O
24;,;2984;O
25;which;2984;O
26;imports;2984;O
27;and;2984;O
28;sells;2984;O
29;amphetamines;2984;O
30;made;2984;O
31;in;2984;O
32;North;2984;O
33;Korea;2984;O
34;.;2984;O
;;;
0;North;2985;O
1;Korea;2985;O
2;also;2985;O
3;has;2985;O
4;black;2985;O
5;market;2985;O
6;ties;2985;O
7;to;2985;O
8;Sumiyoshi-kai's;2985;O
9;rival;2985;O
10;syndicate;2985;O
11;,;2985;O
12;Yamaguchi-gumi;2985;O
13;.;2985;O
;;;
0;Many;2986;O
1;members;2986;O
2;of;2986;O
3;the;2986;O
4;Kodo-kai;2986;O
5;,;2986;O
6;Yamaguchi-gumi;2986;O
7;'s;2986;O
8;ruling;2986;O
9;faction;2986;O
10;,;2986;O
11;are;2986;O
12;Korean-Japanese;2986;O
13;,;2986;O
14;with;2986;O
15;ties;2986;O
16;to;2986;O
17;North;2986;O
18;Korea;2986;O
19;.;2986;O
;;;
0;Masahiro;2987;O
1;Namikawa;2987;O
2;,;2987;O
3;leader;2987;O
4;of;2987;O
5;the;2987;O
6;drug;2987;O
7;trafficking;2987;O
8;Seido-kai;2987;O
9;yakuza;2987;O
10;organization;2987;O
11;,;2987;O
12;also;2987;O
13;has;2987;O
14;ties;2987;O
15;to;2987;O
16;the;2987;O
17;Chongryon;2987;O
18;.;2987;O
;;;
0;The;2988;O
1;Chongryon;2988;O
2;operate;2988;O
3;at;2988;O
4;least;2988;O
5;two;2988;O
6;websites;2988;O
7;,;2988;O
8;chongryon.com;2988;O
9;,;2988;O
10;which;2988;O
11;is;2988;O
12;in;2988;O
13;Japanese;2988;O
14;,;2988;O
15;and;2988;O
16;korea-;2988;O
17;np.co.jp;2988;O
18;.;2988;O
;;;
0;WHOIS;2989;O
1;records;2989;O
2;for;2989;O
3;chongryon.com;2989;O
4;indicate;2989;O
5;that;2989;O
6;it;2989;O
7;was;2989;O
8;registered;2989;O
9;by;2989;O
10;'';2989;O
11;guanin;2989;O
12;o;2989;O
13;'';2989;O
14;using;2989;O
15;the;2989;O
16;email;2989;O
17;address;2989;O
18;park2;2989;O
19;@;2989;O
20;mac.com;2989;O
21;.;2989;O
;;;
0;The;2990;O
1;WHOIS;2990;O
2;information;2990;O
3;for;2990;O
4;korea-np.co.jp;2990;O
5;.;2990;O
;;;
0;shows;2991;O
1;that;2991;O
2;it;2991;O
3;was;2991;O
4;registered;2991;O
5;by;2991;O
6;Choson;2991;O
7;Shinbo;2991;O
8;Company;2991;O
9;Inc;2991;O
10;.;2991;O
;;;
0;The;2992;O
1;WHOIS;2992;O
2;records;2992;O
3;for;2992;O
4;these;2992;O
5;sites;2992;O
6;can;2992;O
7;be;2992;O
8;found;2992;O
9;in;2992;O
10;Appendix;2992;O
11;A.;2992;O
12;Additionally;2992;O
13;,;2992;O
14;the;2992;O
15;Chongryon;2992;O
16;operate;2992;O
17;a;2992;O
18;ferry;2992;O
19;called;2992;O
20;the;2992;O
21;Mangyongbong-92;2992;O
22;,;2992;O
23;the;2992;O
24;only;2992;O
25;direct;2992;O
26;transit;2992;O
27;from;2992;O
28;Japan;2992;O
29;to;2992;O
30;North;2992;O
31;Korea;2992;O
32;.;2992;O
;;;
0;In;2993;O
1;2003;2993;O
2;,;2993;O
3;they;2993;O
4;were;2993;O
5;suspected;2993;O
6;of;2993;O
7;using;2993;O
8;the;2993;O
9;ferry;2993;O
10;to;2993;O
11;smuggle;2993;O
12;missile;2993;O
13;parts;2993;O
14;.;2993;O
;;;
0;In;2994;O
1;2006;2994;O
2;,;2994;O
3;the;2994;O
4;ferry;2994;O
5;was;2994;O
6;temporarily;2994;O
7;banned;2994;O
8;from;2994;O
9;Japanese;2994;O
10;waters;2994;O
11;when;2994;O
12;Japanese;2994;O
13;officials;2994;O
14;discovered;2994;O
15;the;2994;O
16;Chongryon;2994;O
17;were;2994;O
18;using;2994;O
19;it;2994;O
20;to;2994;O
21;smuggle;2994;O
22;dual-use;2994;O
23;electronics;2994;O
24;to;2994;O
25;North;2994;O
26;Korea;2994;O
27;to;2994;O
28;be;2994;O
29;used;2994;O
30;for;2994;O
31;military;2994;O
32;purposes;2994;O
33;.;2994;O
;;;
0;North;2995;O
1;Korea;2995;O
2;has;2995;O
3;a;2995;O
4;global;2995;O
5;network;2995;O
6;of;2995;O
7;state-run;2995;O
8;businesses;2995;O
9;located;2995;O
10;in;2995;O
11;30;2995;O
12;to;2995;O
13;40;2995;O
14;countries;2995;O
15;that;2995;O
16;is;2995;O
17;used;2995;O
18;for;2995;O
19;espionage;2995;O
20;activities;2995;O
21;.;2995;O
;;;
0;The;2996;O
1;Reconnaissance;2996;O
2;General;2996;O
3;Bureau;2996;O
4;is;2996;O
5;responsible;2996;O
6;for;2996;O
7;oversight;2996;O
8;of;2996;O
9;this;2996;O
10;network;2996;O
11;.;2996;O
;;;
0;The;2997;O
1;businesses;2997;O
2;include;2997;O
3;cafes;2997;O
4;and;2997;O
5;other;2997;O
6;non-suspect;2997;O
7;establishments;2997;O
8;.;2997;O
;;;
0;The;2998;O
1;highest;2998;O
2;concentration;2998;O
3;of;2998;O
4;these;2998;O
5;is;2998;O
6;in;2998;O
7;China;2998;O
8;.;2998;O
;;;
0;Members;2999;O
1;of;2999;O
2;this;2999;O
3;espionage;2999;O
4;network;2999;O
5;reportedly;2999;O
6;'';2999;O
7;send;2999;O
8;more;2999;O
9;than;2999;O
10;$;2999;O
11;100;2999;O
12;million;2999;O
13;in;2999;O
14;cash;2999;O
15;per;2999;O
16;year;2999;O
17;to;2999;O
18;the;2999;O
19;regime;2999;O
20;and;2999;O
21;provide;2999;O
22;cover;2999;O
23;for;2999;O
24;spies;2999;O
25;.;2999;O
;;;
0;'';3000;O
1;These;3000;O
2;establishments;3000;O
3;are;3000;O
4;also;3000;O
5;used;3000;O
6;for;3000;O
7;money;3000;O
8;laundering;3000;O
9;and;3000;O
10;drug;3000;O
11;trafficking;3000;O
12;.;3000;O
;;;
0;The;3001;O
1;regime;3001;O
2;is;3001;O
3;also;3001;O
4;known;3001;O
5;to;3001;O
6;kidnap;3001;O
7;foreign;3001;O
8;citizens;3001;O
9;and;3001;O
10;use;3001;O
11;them;3001;O
12;as;3001;O
13;instruments;3001;O
14;for;3001;O
15;intelligence;3001;O
16;.;3001;O
;;;
0;Prisoners;3002;O
1;are;3002;O
2;first;3002;O
3;tortured;3002;O
4;and;3002;O
5;psychologically;3002;O
6;conditioned;3002;O
7;to;3002;O
8;bend;3002;O
9;to;3002;O
10;the;3002;O
11;regime;3002;O
12;'s;3002;O
13;will;3002;O
14;.;3002;O
;;;
0;They;3003;O
1;are;3003;O
2;then;3003;O
3;used;3003;O
4;based;3003;O
5;on;3003;O
6;their;3003;O
7;skillset;3003;O
8;.;3003;O
;;;
0;This;3004;O
1;may;3004;O
2;include;3004;O
3;teaching;3004;O
4;their;3004;O
5;language;3004;O
6;to;3004;O
7;North;3004;O
8;Koreans;3004;O
9;,;3004;O
10;spreading;3004;O
11;propaganda;3004;O
12;in;3004;O
13;their;3004;O
14;native;3004;O
15;language;3004;O
16;,;3004;O
17;providing;3004;O
18;translation;3004;O
19;services;3004;O
20;,;3004;O
21;conducting;3004;O
22;military;3004;O
23;training;3004;O
24;,;3004;O
25;or;3004;O
26;other;3004;O
27;skills;3004;O
28;the;3004;O
29;regime;3004;O
30;deems;3004;O
31;useful;3004;O
32;.;3004;O
;;;
0;In;3005;O
1;July;3005;O
2;2014;3005;O
3;,;3005;O
4;Japanese;3005;O
5;officials;3005;O
6;agreed;3005;O
7;to;3005;O
8;lift;3005;O
9;some;3005;O
10;sanctions;3005;O
11;on;3005;O
12;North;3005;O
13;Korea;3005;O
14;when;3005;O
15;the;3005;O
16;regime;3005;O
17;agreed;3005;O
18;to;3005;O
19;investigate;3005;O
20;the;3005;O
21;whereabouts;3005;O
22;of;3005;O
23;Japanese;3005;O
24;citizens;3005;O
25;who;3005;O
26;were;3005;O
27;allegedly;3005;O
28;abducted;3005;O
29;by;3005;O
30;North;3005;O
31;Korean;3005;O
32;agents;3005;O
33;decades;3005;O
34;ago;3005;O
35;.;3005;O
;;;
0;Sanctions;3006;O
1;to;3006;O
2;be;3006;O
3;lifted;3006;O
4;include;3006;O
5;the;3006;O
6;ban;3006;O
7;on;3006;O
8;port;3006;O
9;calls;3006;O
10;to;3006;O
11;Japan;3006;O
12;by;3006;O
13;North;3006;O
14;Korean;3006;O
15;ships;3006;O
16;.;3006;O
;;;
0;North;3007;O
1;Korea;3007;O
2;has;3007;O
3;also;3007;O
4;infiltrated;3007;O
5;important;3007;O
6;positions;3007;O
7;in;3007;O
8;South;3007;O
9;Korea;3007;O
10;for;3007;O
11;both;3007;O
12;intelligence;3007;O
13;and;3007;O
14;psychological;3007;O
15;operations;3007;O
16;purposes;3007;O
17;.;3007;O
;;;
0;In;3008;O
1;2011;3008;O
2;,;3008;O
3;South;3008;O
4;Korea;3008;O
5;'s;3008;O
6;National;3008;O
7;Intelligence;3008;O
8;Service;3008;O
9;reportedly;3008;O
10;discovered;3008;O
11;the;3008;O
12;presence;3008;O
13;of;3008;O
14;Communist;3008;O
15;spies;3008;O
16;.;3008;O
;;;
0;These;3009;O
1;spies;3009;O
2;within;3009;O
3;their;3009;O
4;trusted;3009;O
5;circles;3009;O
6;had;3009;O
7;been;3009;O
8;reporting;3009;O
9;back;3009;O
10;to;3009;O
11;North;3009;O
12;Korea;3009;O
13;for;3009;O
14;almost;3009;O
15;10;3009;O
16;years;3009;O
17;.;3009;O
;;;
0;The;3010;O
1;embedded;3010;O
2;spies;3010;O
3;included;3010;O
4;a;3010;O
5;Democratic;3010;O
6;Party;3010;O
7;representative;3010;O
8;.;3010;O
;;;
0;According;3011;O
1;to;3011;O
2;the;3011;O
3;agency;3011;O
4;,;3011;O
5;the;3011;O
6;spies;3011;O
7;were;3011;O
8;on;3011;O
9;a;3011;O
10;mission;3011;O
11;to;3011;O
12;infiltrate;3011;O
13;and;3011;O
14;influence;3011;O
15;the;3011;O
16;Democratic;3011;O
17;Party;3011;O
18;and;3011;O
19;to;3011;O
20;gather;3011;O
21;military;3011;O
22;intelligence;3011;O
23;.;3011;O
;;;
0;The;3012;O
1;regime;3012;O
2;also;3012;O
3;attempts;3012;O
4;to;3012;O
5;infiltrate;3012;O
6;organizations;3012;O
7;made;3012;O
8;up;3012;O
9;of;3012;O
10;North;3012;O
11;Koreans;3012;O
12;who;3012;O
13;seek;3012;O
14;shelter;3012;O
15;in;3012;O
16;South;3012;O
17;Korea;3012;O
18;,;3012;O
19;in;3012;O
20;order;3012;O
21;to;3012;O
22;gain;3012;O
23;intelligence;3012;O
24;.;3012;O
;;;
0;In;3013;O
1;the;3013;O
2;past;3013;O
3;several;3013;O
4;years;3013;O
5;,;3013;O
6;South;3013;O
7;Korea;3013;O
8;has;3013;O
9;arrested;3013;O
10;at;3013;O
11;least;3013;O
12;14;3013;O
13;defectors;3013;O
14;who;3013;O
15;were;3013;O
16;found;3013;O
17;to;3013;O
18;be;3013;O
19;spies;3013;O
20;.;3013;O
;;;
0;These;3014;O
1;intelligence;3014;O
2;collection;3014;O
3;and;3014;O
4;counterintelligence;3014;O
5;capabilities;3014;O
6;are;3014;O
7;an;3014;O
8;attempt;3014;O
9;to;3014;O
10;provide;3014;O
11;the;3014;O
12;regime;3014;O
13;with;3014;O
14;a;3014;O
15;strategic;3014;O
16;asymmetrical;3014;O
17;advantage;3014;O
18;.;3014;O
;;;
0;The;3015;O
1;regime;3015;O
2;leverages;3015;O
3;its;3015;O
4;human;3015;O
5;and;3015;O
6;cyber;3015;O
7;resources;3015;O
8;around;3015;O
9;the;3015;O
10;globe;3015;O
11;to;3015;O
12;provide;3015;O
13;an;3015;O
14;influx;3015;O
15;of;3015;O
16;intelligence;3015;O
17;,;3015;O
18;while;3015;O
19;very;3015;O
20;little;3015;O
21;credible;3015;O
22;intelligence;3015;O
23;about;3015;O
24;the;3015;O
25;regime;3015;O
26;'s;3015;O
27;activities;3015;O
28;and;3015;O
29;capabilities;3015;O
30;ever;3015;O
31;becomes;3015;O
32;available;3015;O
33;to;3015;O
34;the;3015;O
35;outside;3015;O
36;world;3015;O
37;.;3015;O
;;;
0;North;3016;O
1;Korea;3016;O
2;continues;3016;O
3;to;3016;O
4;be;3016;O
5;a;3016;O
6;master;3016;O
7;of;3016;O
8;propaganda;3016;O
9;and;3016;O
10;deception;3016;O
11;and;3016;O
12;leverages;3016;O
13;the;3016;O
14;cyber;3016;O
15;realm;3016;O
16;for;3016;O
17;psychological;3016;O
18;operations;3016;O
19;.;3016;O
;;;
0;Modern;3017;O
1;North;3017;O
2;Korean;3017;O
3;psychological;3017;O
4;operations;3017;O
5;tactics;3017;O
6;include;3017;O
7;distribution;3017;O
8;of;3017;O
9;propaganda;3017;O
10;via;3017;O
11;traditional;3017;O
12;media;3017;O
13;outlets;3017;O
14;,;3017;O
15;websites;3017;O
16;,;3017;O
17;and;3017;O
18;social;3017;O
19;media;3017;O
20;.;3017;O
;;;
0;Many;3018;O
1;of;3018;O
2;these;3018;O
3;psychological;3018;O
4;operations;3018;O
5;campaigns;3018;O
6;are;3018;O
7;politically;3018;O
8;focused;3018;O
9;.;3018;O
;;;
0;According;3019;O
1;to;3019;O
2;Dr.;3019;O
3;Andrei;3019;O
4;Lankov;3019;O
5;,;3019;O
6;the;3019;O
7;North;3019;O
8;Korean;3019;O
9;government;3019;O
10;has;3019;O
11;'';3019;O
12;very;3019;O
13;rational;3019;O
14;and;3019;O
15;highly;3019;O
16;successful;3019;O
17;manipulators;3019;O
18;who;3019;O
19;usually;3019;O
20;get;3019;O
21;what;3019;O
22;they;3019;O
23;want;3019;O
24;by;3019;O
25;outsmarting;3019;O
26;everybody;3019;O
27;else;3019;O
28;in;3019;O
29;the;3019;O
30;process;3019;O
31;.;3019;O
;;;
0;'';3020;O
1;The;3020;O
2;regime;3020;O
3;'s;3020;O
4;Unit;3020;O
5;204;3020;O
6;is;3020;O
7;responsible;3020;O
8;for;3020;O
9;cyber-psychological;3020;O
10;operations;3020;O
11;.;3020;O
;;;
0;These;3021;O
1;operations;3021;O
2;are;3021;O
3;PSYOP;3021;O
4;tailored;3021;O
5;for;3021;O
6;the;3021;O
7;cyber;3021;O
8;arena;3021;O
9;.;3021;O
;;;
0;In;3022;O
1;order;3022;O
2;to;3022;O
3;be;3022;O
4;successful;3022;O
5;,;3022;O
6;cyber-;3022;O
7;psychological;3022;O
8;campaigns;3022;O
9;require;3022;O
10;speed;3022;O
11;,;3022;O
12;precision;3022;O
13;,;3022;O
14;and;3022;O
15;creativity;3022;O
16;.;3022;O
;;;
0;These;3023;O
1;campaigns;3023;O
2;leverage;3023;O
3;the;3023;O
4;phenomenon;3023;O
5;of;3023;O
6;viral;3023;O
7;,;3023;O
8;unverified;3023;O
9;news;3023;O
10;stories;3023;O
11;that;3023;O
12;tend;3023;O
13;to;3023;O
14;rapidly;3023;O
15;propagate;3023;O
16;via;3023;O
17;social;3023;O
18;media;3023;O
19;,;3023;O
20;mobile;3023;O
21;text;3023;O
22;messaging;3023;O
23;,;3023;O
24;and;3023;O
25;other;3023;O
26;electronic;3023;O
27;communications;3023;O
28;.;3023;O
;;;
0;This;3024;O
1;phenomenon;3024;O
2;creates;3024;O
3;an;3024;O
4;arena;3024;O
5;for;3024;O
6;strategic;3024;O
7;propagation;3024;O
8;of;3024;O
